TYPE;START;END;GUID1;GUID2;PROFILE1;PROFILE2
Side;{74147.427204, 68986.989276, 38667.49};{77485.148731, 68746.026277, 38667.49};c1293d38-c8e8-4a00-9e44-da0b92fb86c8;ee98dbec-b2c7-46ef-ad9a-e3521239c004;UPB265(265X1200);UPB265(265X1200)
Concrete beam 1;{77356.154114, 67512.111686, 38667.49};{77281.987464, 66484.785394, 38667.49};444e7df1-ae83-40e4-9406-6106ae5ad58d;ce97060e-8da0-4f17-b985-cf457a1ed38e;UPB265(265X1200);480*520
Concrete beam 1;{77445.317966, 68748.901814, 38667.49};{77358.910219, 67552.016815, 38667.49};c1293d38-c8e8-4a00-9e44-da0b92fb86c8;ce97060e-8da0-4f17-b985-cf457a1ed38e;UPB265(265X1200);480*520
Concrete beam 1;{77282.114942, 66484.776191, 38667.49};{77195.707195, 65287.891192, 38667.49};e1aa590e-c93a-4924-b3b4-b1d7fecbe261;ce97060e-8da0-4f17-b985-cf457a1ed38e;UPB265(265X1200);480*520
Side;{70089.410292, 74092.445608, 38667.49};{77830.241998, 73533.605093, 38667.49};2b496481-9282-44e5-af1b-f555e31fbfb0;871b0137-09db-475f-be4a-a92157b754e9;UPB265(265X1200);UPB265(265X1200)
Side;{70175.817896, 75289.330617, 38667.49};{77916.517524, 74730.499638, 38667.49};26a0fdf7-53ac-468b-94b1-675caf29206e;871b0137-09db-475f-be4a-a92157b754e9;UPB265(265X1200);UPB265(265X1200)
Side;{70003.002687, 72895.560598, 38667.49};{77743.966473, 72336.710548, 38667.49};2b496481-9282-44e5-af1b-f555e31fbfb0;a6206cc1-13c2-458d-81bd-c1e87f122f2d;UPB265(265X1200);UPB265(265X1200)
Side;{77589.146001, 62818.865779, 38667.49};{80644.870618, 63439.396394, 38667.49};4e42b04d-bcd3-4c7a-be4d-dda576ad0060;c81a6c19-f2bb-465e-afe5-b821602108ac;UPB265(265X1200);UPB265(265X1200)
Side;{77503.365736, 61556.775236, 38667.49};{81331.203639, 62334.100062, 38667.49};423393db-9ac8-4e0c-81c3-cf8cba91ac01;4e42b04d-bcd3-4c7a-be4d-dda576ad0060;UPB265(265X1200);UPB265(265X1200)
Side;{74059.598732, 67770.422989, 38667.49};{77397.453138, 67529.450398, 38667.49};444e7df1-ae83-40e4-9406-6106ae5ad58d;c1293d38-c8e8-4a00-9e44-da0b92fb86c8;UPB265(265X1200);UPB265(265X1200)
Side;{73983.972831, 66722.881798, 38667.49};{77321.937948, 66481.901215, 38667.49};444e7df1-ae83-40e4-9406-6106ae5ad58d;e1aa590e-c93a-4924-b3b4-b1d7fecbe261;UPB265(265X1200);UPB265(265X1200)
Side;{73811.15761, 64329.11178, 38667.49};{76559.525757, 64130.696477, 38667.49};461d5ca4-557c-4ff0-8535-736b089086a7;57243176-45ad-4dad-b080-65e7da0749bd;UPB265(265X1200);UPB265(265X1200)
Side;{73897.565357, 65525.996779, 38667.49};{76645.933504, 65327.581476, 38667.49};57243176-45ad-4dad-b080-65e7da0749bd;e1aa590e-c93a-4924-b3b4-b1d7fecbe261;UPB265(265X1200);UPB265(265X1200)
Side;{73724.750006, 63132.226771, 38667.49};{77013.120921, 62894.826584, 38667.49};461d5ca4-557c-4ff0-8535-736b089086a7;cd58f2c1-2710-44da-bbb7-17fd8d0ef894;UPB265(265X1200);UPB265(265X1200)
Side;{73638.342401, 61935.341761, 38667.49};{76926.713706, 61697.941546, 38667.49};cd58f2c1-2710-44da-bbb7-17fd8d0ef894;d1f6040d-6f04-4bf4-92e7-a1b7669f5e59;UPB265(265X1200);UPB265(265X1200)
Unclassified;{77755.088544, 70721.07331, 51139.959996};{77755.088544, 70721.07331, 51789.96};7778d671-cc00-41c8-a751-73f9d8a185c0;7f313f13-e92b-42cc-9795-c15ea42866ad;650*400;650*400
Unclassified;{69624.28461, 71317.338184, 51179.949997};{69624.28461, 71317.338184, 51779.950016};8e1cb7fd-96aa-4d7d-9379-67c9e5674e91;c9756d37-dbc8-4cec-be32-9190993ca15e;650*400;600*300
Unclassified;{69112.388734, 62446.815796, 51140.000023};{69112.388675, 62446.815781, 51779.950027};391196a5-0887-4c2f-bdc5-e4de5083780b;8e1cb7fd-96aa-4d7d-9379-67c9e5674e91;BL650*400;650*400
Unclassified;{77718.754636, 65620.793732, 46179.999999};{77718.754636, 65620.793732, 46470.0};958d533e-33d5-48ac-9eac-8b3c57201b1c;ec51dfa5-2a9f-4bef-b58c-97eb21415cfa;600*400;300*200
Side;{70154.715466, 76802.421034, 45167.5};{78024.893821, 76234.020823, 45167.5};13039486-3271-4a67-b96a-c42cec5c7430;ab87baeb-ca0f-4bb7-b603-37cb87a02472;UPB265(265X1200);UPB265(265X1200)
Side;{69894.05368, 73191.825325, 45167.5};{77764.630467, 72623.396338, 45167.5};4b9c1136-01d8-4d3d-878a-418aaad63600;65cb151e-af86-42a1-bd98-42c8a9dd2f83;UPB265(265X1200);UPB265(265X1200)
Side;{69820.367255, 72171.156824, 45167.5};{77691.06208, 71602.734249, 45167.5};4b9c1136-01d8-4d3d-878a-418aaad63600;edb917e9-9fe9-4c1a-ba76-bceaea9e92c1;UPB265(265X1200);UPB265(265X1200)
Side;{69981.900295, 74408.65103, 45167.5};{77852.345008, 73840.231582, 45167.5};6042cc46-efdd-480c-a66b-d3968228ece9;65cb151e-af86-42a1-bd98-42c8a9dd2f83;UPB265(265X1200);UPB265(265X1200)
Side;{70068.307881, 75605.536042, 45167.5};{77938.619397, 75037.126213, 45167.5};6042cc46-efdd-480c-a66b-d3968228ece9;ab87baeb-ca0f-4bb7-b603-37cb87a02472;UPB265(265X1200);UPB265(265X1200)
Normal;{99761.634593, 63975.858936, 46890.94};{99761.634593, 63975.858936, 52109.94};5a1fe0f9-502c-4197-a1ff-d6a772222691;78e1e69c-3201-4017-8c24-f69716bdc5df;5219*500;5219*500
Normal;{101412.645232, 65013.484517, 46890.94};{101412.645232, 65013.484517, 52109.94};78e1e69c-3201-4017-8c24-f69716bdc5df;943f2909-309b-4637-a33e-c8877e70e340;5219*500;5219*500
Other;{104988.59596, 64512.348543, 43315.944214};{104988.59596, 64512.348543, 45934.99};875e181e-6b43-422f-b1b4-8f1824d170b4;99568f8e-5979-426e-a40e-e4712b03a8c3;7380*200;2884.04*200
Horizontal;{103891.171002, 66255.676261, 43305.942107};{105003.55646, 64488.582858, 43305.942107};27bbaa07-1adb-4ec9-b581-660305123214;99568f8e-5979-426e-a40e-e4712b03a8c3;4475.95*200;2884.04*200
HCS - Wall;{103805.996856, 66166.804834, 46067.492107};{104663.215147, 64802.906416, 46067.492107};fb4155dd-8f45-4b14-b8ac-ecd5cadb1c05;99568f8e-5979-426e-a40e-e4712b03a8c3;UPB265(265X1200);2884.04*200
Normal;{105409.462099, 62494.458092, 38819.99};{105409.462099, 62494.458092, 45934.99};34a1cf49-9bd3-4f64-ba9a-2e22ddf0cc2b;875e181e-6b43-422f-b1b4-8f1824d170b4;7380*200;7380*200
Other;{104988.595959, 64512.348542, 38819.99};{104988.595959, 64512.348542, 43295.94};27bbaa07-1adb-4ec9-b581-660305123214;875e181e-6b43-422f-b1b4-8f1824d170b4;4475.95*200;7380*200
No connection;{105182.809111, 63911.33424, 38809.99};{105421.739946, 62735.361428, 38809.99};47c13b78-583f-4d96-b5e4-8cd583cb0ea0;875e181e-6b43-422f-b1b4-8f1824d170b4;UPB265(265X1200);7380*200
No connection;{105421.741129, 62735.361427, 38809.99};{105466.268947, 62516.204037, 38809.99};2934479e-83e1-4049-bad9-78fea7297779;875e181e-6b43-422f-b1b4-8f1824d170b4;UPB265(265X1200);7380*200
Horizontal;{105152.462865, 63363.239674, 38809.99};{105046.008853, 63532.554597, 38809.99};875e181e-6b43-422f-b1b4-8f1824d170b4;938d9535-0275-4057-9f6e-5e8d9e166f5a;7380*200;3729.99*200
One Layer Wall Connections;{105073.220829, 64565.62011, 38809.99};{104903.964178, 64459.073471, 38809.99};875e181e-6b43-422f-b1b4-8f1824d170b4;bc52960f-e1c1-4f6d-b5d7-aa16804efc33;7380*200;3729.99*200
Horizontal;{105001.014759, 64504.738088, 38809.99};{105407.470488, 62504.257423, 38809.99};2ee24634-3e53-4cad-a85f-4662671482aa;875e181e-6b43-422f-b1b4-8f1824d170b4;3729.99*200;7380*200
HCS - Wall;{105013.164335, 64444.951698, 45934.995};{105207.610086, 63487.93092, 45934.995};fb4155dd-8f45-4b14-b8ac-ecd5cadb1c05;875e181e-6b43-422f-b1b4-8f1824d170b4;UPB265(265X1200);7380*200
HCS - Wall;{105427.937893, 62704.861429, 45934.995};{105466.269202, 62516.204062, 45934.995};0bee2267-21d7-49fd-a570-22bef3322c1c;875e181e-6b43-422f-b1b4-8f1824d170b4;UPB265(265X1200);7380*200
Side;{102035.390747, 65053.926515, 46067.5};{103616.040968, 62538.993785, 46067.5};343338d8-5ab3-4548-a0fc-925094791ae2;c0f7fe65-28fc-44c2-b126-3108cfdb49d1;UPB265(265X1200);UPB265(265X1200)
Side;{101019.407834, 64415.350974, 46067.5};{102600.148615, 61900.274157, 46067.5};343338d8-5ab3-4548-a0fc-925094791ae2;a4bb4a1e-6414-4580-bc90-e302d17e9af6;UPB265(265X1200);UPB265(265X1200)
Side;{100003.424921, 63776.775433, 46067.5};{101584.256262, 61261.554529, 46067.5};46a2087d-90ca-410f-bd11-ec0f6d7b4433;a4bb4a1e-6414-4580-bc90-e302d17e9af6;UPB265(265X1200);UPB265(265X1200)
Horizontal;{87641.812902, 82440.448971, 45310.995737};{88508.684055, 82377.866043, 45310.995737};5e4728bd-52d1-4d4c-b388-4f5d7be17d4c;e88036b9-47b8-4e74-a206-c64c5f586966;6789.97*400;6411*400
Unclassified;{86984.945943, 76170.525625, 51139.949997};{86984.945943, 76170.525625, 51789.95};d802544d-79e3-4750-a2cf-d9549d8b2615;f96745f2-2561-4828-967f-62ceb599b882;650*400;650*400
Full width support 1;{86675.397089, 77886.602405, 38667.49};{86738.567878, 78761.620991, 38667.49};074ea181-0622-400d-834e-fcef992f879a;c141a303-ade0-4156-a63a-a632bb09cc26;UPB265(265X1200);480*740
Side;{84418.383916, 78565.688494, 46667.500029};{83829.215367, 70402.754912, 46667.500029};0e25ebd4-4ba4-4067-9580-79bfa3cf4e86;3e750384-c365-4ece-8e8e-f609fb8ab4da;UPB265(265X1200);UPB265(265X1200)
Side;{85615.277967, 78479.405708, 46667.500029};{85026.099242, 70316.332957, 46667.500029};100d203c-6cca-4ef3-a717-0c3a52ba8bf6;3e750384-c365-4ece-8e8e-f609fb8ab4da;UPB265(265X1200);UPB265(265X1200)
No connection;{105470.25064, 62496.604916, 38809.99};{105660.67254, 61559.388682, 38809.99};2934479e-83e1-4049-bad9-78fea7297779;34a1cf49-9bd3-4f64-ba9a-2e22ddf0cc2b;UPB265(265X1200);7380*200
Horizontal;{105411.453151, 62484.658549, 38810.932498};{105850.956487, 60321.516274, 38810.932498};2ee24634-3e53-4cad-a85f-4662671482aa;34a1cf49-9bd3-4f64-ba9a-2e22ddf0cc2b;3729.99*200;7380*200
No connection;{105660.674566, 61559.382763, 38809.99};{105899.607858, 60383.41045, 38809.99};c7624046-6eb2-4087-9156-af786cbdd578;34a1cf49-9bd3-4f64-ba9a-2e22ddf0cc2b;UPB265(265X1200);7380*200
HCS - Wall;{105666.869982, 61528.888512, 45934.995};{105905.803361, 60352.916216, 45934.995};83cc8f51-f530-4fca-bd59-5df3e38fe935;34a1cf49-9bd3-4f64-ba9a-2e22ddf0cc2b;UPB265(265X1200);7380*200
HCS - Wall;{105470.251172, 62496.605101, 45934.995};{105666.871217, 61528.889122, 45934.995};0bee2267-21d7-49fd-a570-22bef3322c1c;34a1cf49-9bd3-4f64-ba9a-2e22ddf0cc2b;UPB265(265X1200);7380*200
Normal;{95479.602777, 61402.764975, 38819.99};{95479.602777, 61402.764975, 46199.99};61da2f0e-84df-4d44-9393-e3f0648c5bfd;cd66ff9e-1ce9-4f0e-b96f-497a6c05c807;7380*300;7380*300
One Layer Wall Connections;{95357.710102, 61503.318845, 38809.991981};{95517.359823, 61249.32615, 38809.991981};61da2f0e-84df-4d44-9393-e3f0648c5bfd;96e52afc-95b9-4a84-923c-edb646194bdc;7380*300;3729.99*300
No connection;{94490.256886, 60958.072479, 38809.99};{94532.858551, 60890.295869, 38809.99};650220c1-86ba-45a3-ac27-3e2ed199a190;61da2f0e-84df-4d44-9393-e3f0648c5bfd;UPB265(265X1200);7380*300
Side;{98987.442009, 63138.199892, 46067.5};{100568.363909, 60622.834901, 46067.5};46a2087d-90ca-410f-bd11-ec0f6d7b4433;4f7592f4-685c-4976-a094-352ba2871c3f;UPB265(265X1200);UPB265(265X1200)
Horizontal;{95488.069258, 61408.086507, 38809.991981};{96524.203068, 62059.35876, 38809.991981};96e52afc-95b9-4a84-923c-edb646194bdc;cd66ff9e-1ce9-4f0e-b96f-497a6c05c807;3729.99*300;7380*300
Normal;{103128.134276, 62208.598978, 35070};{103128.134276, 62208.598978, 38799.99};938d9535-0275-4057-9f6e-5e8d9e166f5a;b74f63de-232d-4fa4-9155-8bb852b55a6a;3729.99*200;3729.99*200
Horizontal;{96727.403816, 62187.082713, 38809.991981};{97579.275574, 62722.535213, 38809.991981};96e52afc-95b9-4a84-923c-edb646194bdc;caafcc46-08c9-400d-a607-076a10a28f3f;3729.99*300;7715.01*300
Unclassified;{91069.480854, 61406.773106, 45889.9985};{91492.810965, 61672.840048, 45889.9985};e6ca1925-911b-4a3c-a7f3-582e73a2d8d6;ed4dd3a9-c58b-4833-a845-7774b9aaa7a0;900*640;500*500
Unclassified;{91567.794329, 61572.324446, 35099.999999};{91567.794329, 61572.324446, 38799.99};d662b2d0-a03b-4f7e-aac3-9580c8b4d153;ed4dd3a9-c58b-4833-a845-7774b9aaa7a0;3729.99*250;500*500
Unclassified;{91127.530048, 61295.616661, 35099.999999};{91127.530048, 61295.616661, 38799.99};84366252-3be3-4508-b04d-80c28a8b6554;ed4dd3a9-c58b-4833-a845-7774b9aaa7a0;3729.99*250;500*500
Normal;{94078.047222, 63504.72088, 35069.999839};{94078.047487, 63504.721047, 39745.110001};3b2d9f7f-7f9a-417f-9b35-40fdd79db447;812d8454-acb5-4e23-b54b-fa4844ec758a;4861*250;4861*250
Concrete beam 1;{86776.973143, 75645.265034, 38667.49};{87415.81868, 74629.451872, 38667.49};d5f6ecbe-5a2f-49c6-86de-99b141b91857;fe7c4b52-af7a-4032-ab17-0e13b49e68c3;UPB265(265X1200);480*770
Side;{86992.527391, 74363.243722, 38667.49};{89519.54788, 75952.488484, 38667.49};4763ae9c-ac18-4253-964a-556d20b8fbbd;d5f6ecbe-5a2f-49c6-86de-99b141b91857;UPB265(265X1200);UPB265(265X1200)
Normal;{89163.208698, 71251.187909, 35070};{89163.208698, 71251.187909, 38799.99};28f8ea16-58fb-49df-8b14-ecbba961bde9;3d840f84-cd4d-4294-ad98-8534521631f3;3729.99*300;3729.99*300
Unclassified;{86293.858024, 70584.594099, 38359.99};{86706.590964, 70554.798365, 38359.99};bb6120f4-1c00-4019-b000-85e5c63b4d12;fe7c4b52-af7a-4032-ab17-0e13b49e68c3;BL800*800;480*770
Concrete beam 1;{86562.564303, 72675.256172, 38667.49};{87201.409832, 71659.443006, 38667.49};ed3ab984-e05d-4ea5-aed2-72707cf6b79d;fe7c4b52-af7a-4032-ab17-0e13b49e68c3;UPB265(265X1200);480*770
Concrete beam 1;{86669.768723, 74160.260603, 38667.49};{87308.614256, 73144.447438, 38667.49};4763ae9c-ac18-4253-964a-556d20b8fbbd;fe7c4b52-af7a-4032-ab17-0e13b49e68c3;UPB265(265X1200);480*770
Side;{86885.322969, 72878.239291, 38667.49};{90158.369296, 74936.660155, 38667.49};4763ae9c-ac18-4253-964a-556d20b8fbbd;ed3ab984-e05d-4ea5-aed2-72707cf6b79d;UPB265(265X1200);UPB265(265X1200)
Unclassified;{86841.520944, 69919.730757, 35100.0};{86841.520944, 69919.730757, 38349.99};3d840f84-cd4d-4294-ad98-8534521631f3;bb6120f4-1c00-4019-b000-85e5c63b4d12;3729.99*300;BL800*800
Unclassified;{86184.983948, 69734.942576, 35100.0};{86184.983948, 69734.942576, 38349.99};2388c4f3-5ff5-40b9-96ed-fac95a9f7d7d;bb6120f4-1c00-4019-b000-85e5c63b4d12;3729.99*300;BL800*800
HCS - Wall;{93295.519188, 62912.387642, 38667.49};{92279.522599, 62273.83386, 38667.49};650220c1-86ba-45a3-ac27-3e2ed199a190;812d8454-acb5-4e23-b54b-fa4844ec758a;UPB265(265X1200);4861*250
HCS - Wall;{83985.618326, 68519.298316, 38534.99};{83985.618326, 68519.298316, 38799.99};cf483559-8a1a-4ae8-9bfc-a30d4d28cca4;2388c4f3-5ff5-40b9-96ed-fac95a9f7d7d;UPB265(265X1200);3729.99*300
No connection;{103953.234432, 66270.519138, 38809.99};{104591.799236, 65254.529477, 38809.99};7dd8f259-cca9-419e-92d5-d51be8775ccc;27bbaa07-1adb-4ec9-b581-660305123214;UPB265(265X1200);4475.95*200
No connection;{104613.706964, 65221.054555, 38809.99};{105042.726981, 64538.461358, 38809.99};a871fbda-be99-46f4-8baa-5253f653b25f;27bbaa07-1adb-4ec9-b581-660305123214;UPB265(265X1200);4475.95*200
Horizontal;{103891.170877, 66255.676401, 38808.861013};{105003.552671, 64488.581537, 38808.861013};27bbaa07-1adb-4ec9-b581-660305123214;bc52960f-e1c1-4f6d-b5d7-aa16804efc33;4475.95*200;3729.99*200
One Layer Wall Connections;{105073.224958, 64565.620792, 38809.99};{104903.968505, 64459.073839, 38809.99};27bbaa07-1adb-4ec9-b581-660305123214;2ee24634-3e53-4cad-a85f-4662671482aa;4475.95*200;3729.99*200
Side;{105382.541313, 62727.396761, 38667.49};{108562.299336, 63373.451566, 38667.49};2934479e-83e1-4049-bad9-78fea7297779;47c13b78-583f-4d96-b5e4-8cd583cb0ea0;UPB265(265X1200);UPB265(265X1200)
HCS - Wall;{105182.808462, 63911.334108, 38667.49};{105421.739297, 62735.361296, 38667.49};47c13b78-583f-4d96-b5e4-8cd583cb0ea0;2ee24634-3e53-4cad-a85f-4662671482aa;UPB265(265X1200);3729.99*200
HCS - Wall;{105072.295857, 63430.959046, 38667.49};{103948.434203, 62724.349255, 38667.49};e6512596-504a-4b0d-8a41-c44ff9c1b7f6;938d9535-0275-4057-9f6e-5e8d9e166f5a;UPB265(265X1200);3729.99*200
Other;{105099.235022, 63447.896609, 35070};{105099.235022, 63447.896609, 38799.99};2ee24634-3e53-4cad-a85f-4662671482aa;938d9535-0275-4057-9f6e-5e8d9e166f5a;3729.99*200;3729.99*200
HCS - Wall;{103953.233443, 66270.518516, 38667.49};{104591.798247, 65254.528855, 38667.49};7dd8f259-cca9-419e-92d5-d51be8775ccc;bc52960f-e1c1-4f6d-b5d7-aa16804efc33;UPB265(265X1200);3729.99*200
HCS - Wall;{104613.705309, 65221.053515, 38667.49};{105042.725327, 64538.460318, 38667.49};a871fbda-be99-46f4-8baa-5253f653b25f;bc52960f-e1c1-4f6d-b5d7-aa16804efc33;UPB265(265X1200);3729.99*200
Other;{104988.593276, 64512.345564, 35070};{104988.593276, 64512.345564, 38799.99};2ee24634-3e53-4cad-a85f-4662671482aa;bc52960f-e1c1-4f6d-b5d7-aa16804efc33;3729.99*200;3729.99*200
Side;{104569.115025, 65216.283835, 38667.49};{107084.431318, 66797.197687, 38667.49};7dd8f259-cca9-419e-92d5-d51be8775ccc;a871fbda-be99-46f4-8baa-5253f653b25f;UPB265(265X1200);UPB265(265X1200)
HCS - Wall;{105034.581205, 64531.966728, 38534.99};{105034.581205, 64531.966728, 38799.99};a871fbda-be99-46f4-8baa-5253f653b25f;2ee24634-3e53-4cad-a85f-4662671482aa;UPB265(265X1200);3729.99*200
Side;{105621.475113, 61551.418269, 38667.49};{108801.114837, 62197.455407, 38667.49};2934479e-83e1-4049-bad9-78fea7297779;c7624046-6eb2-4087-9156-af786cbdd578;UPB265(265X1200);UPB265(265X1200)
HCS - Wall;{105660.674378, 61559.382725, 38667.49};{105899.60767, 60383.410412, 38667.49};c7624046-6eb2-4087-9156-af786cbdd578;2ee24634-3e53-4cad-a85f-4662671482aa;UPB265(265X1200);3729.99*200
HCS - Wall;{105421.741343, 62735.361471, 38667.49};{105660.672374, 61559.388698, 38667.49};2934479e-83e1-4049-bad9-78fea7297779;2ee24634-3e53-4cad-a85f-4662671482aa;UPB265(265X1200);3729.99*200
Beam at side of HCS 2;{91245.610343, 62113.84647, 46667.500002};{91721.710631, 61271.970061, 46667.500002};474100a5-4528-4bd7-9601-dab6509689a8;e6ca1925-911b-4a3c-a7f3-582e73a2d8d6;UPB265(265X1200);900*640
Side;{91228.543423, 62122.226814, 46667.5};{96234.868972, 65269.311725, 46667.5};474100a5-4528-4bd7-9601-dab6509689a8;4e527e5b-4a22-4572-a3c7-96b793295f77;UPB265(265X1200);UPB265(265X1200)
Unclassified;{86466.886594, 70413.846366, 51209.949968};{86466.886594, 70413.846366, 51789.95};1b1026b0-e653-40a8-bf82-70f0c107112b;f96745f2-2561-4828-967f-62ceb599b882;900*640;650*400
Unclassified;{91387.572687, 61370.474533, 51199.949983};{91174.719134, 61709.138621, 51199.949983};1b1026b0-e653-40a8-bf82-70f0c107112b;32ddcd38-2082-40eb-b504-545ebca3ebcd;900*640;400*400
Beam at side of HCS 2;{86837.65248, 74717.485889, 46667.500002};{86916.834968, 75814.559404, 46667.500002};e593ae8a-a4e5-439e-b0f7-593594d633f7;1843cdcf-247c-4f22-bb8c-76a318e6557f;UPB265(265X1200);500*520
Side;{86508.979986, 75915.294476, 46667.500014};{86468.388317, 75352.896919, 46667.500014};100d203c-6cca-4ef3-a717-0c3a52ba8bf6;e593ae8a-a4e5-439e-b0f7-593594d633f7;UPB265(265X1200);UPB265(265X1200)
Side;{87017.758695, 74712.46414, 46667.5};{89371.38438, 76192.001641, 46667.5};1e652623-d203-4b0a-bde5-168871cbe832;e593ae8a-a4e5-439e-b0f7-593594d633f7;UPB265(265X1200);UPB265(265X1200)
Not connection 2;{86258.830188, 70518.071857, 46667.500029};{86642.53892, 75834.357023, 46667.500029};100d203c-6cca-4ef3-a717-0c3a52ba8bf6;1843cdcf-247c-4f22-bb8c-76a318e6557f;UPB265(265X1200);500*520
Beam at side of HCS 2;{86681.926639, 70568.027348, 46535.0};{86681.926639, 70568.027348, 46800.000005};32de52e3-314e-4275-ad70-d34c5587991e;1843cdcf-247c-4f22-bb8c-76a318e6557f;UPB265(265X1200);500*520
Full width support 1;{86650.167334, 72119.878853, 46667.500002};{86763.536307, 73690.606178, 46667.500002};eddf61ab-8e90-45ae-ad2c-88ce862aca12;1843cdcf-247c-4f22-bb8c-76a318e6557f;UPB265(265X1200);500*520
Full width support 1;{86543.002821, 70635.114339, 46667.500002};{86656.37168, 72205.840088, 46667.500002};669b3cd3-6c4e-40b9-9b66-ddf8a847be7c;1843cdcf-247c-4f22-bb8c-76a318e6557f;UPB265(265X1200);500*520
Full width support 1;{86760.913103, 73654.261691, 46667.500002};{86843.856389, 74803.441058, 46667.500002};1e652623-d203-4b0a-bde5-168871cbe832;1843cdcf-247c-4f22-bb8c-76a318e6557f;UPB265(265X1200);500*520
Full width support 1;{87123.589317, 69404.604038, 46667.5};{87762.230995, 68388.662697, 46667.5};84839301-f88b-4694-bed5-9bb7d4ee0c1f;e6ca1925-911b-4a3c-a7f3-582e73a2d8d6;UPB265(265X1200);900*640
Side;{87112.924102, 69397.916235, 46667.5};{91790.94739, 72338.626362, 46667.5};32de52e3-314e-4275-ad70-d34c5587991e;84839301-f88b-4694-bed5-9bb7d4ee0c1f;UPB265(265X1200);UPB265(265X1200)
Side;{87704.280541, 68352.233887, 46667.5};{92429.600035, 71322.667166, 46667.5};84839301-f88b-4694-bed5-9bb7d4ee0c1f;cb299a9a-73f1-4fe5-87c5-910f43ee0790;UPB265(265X1200);UPB265(265X1200)
Beam at side of HCS 2;{86877.252092, 69871.68523, 46667.500002};{87157.46316, 69425.931026, 46667.500002};32de52e3-314e-4275-ad70-d34c5587991e;e6ca1925-911b-4a3c-a7f3-582e73a2d8d6;UPB265(265X1200);900*640
Side;{86321.493926, 73317.688317, 46667.500014};{86280.902026, 72755.287571, 46667.500014};100d203c-6cca-4ef3-a717-0c3a52ba8bf6;eddf61ab-8e90-45ae-ad2c-88ce862aca12;UPB265(265X1200);UPB265(265X1200)
Side;{86830.271789, 72114.859889, 46667.5};{90488.548436, 74414.528386, 46667.5};669b3cd3-6c4e-40b9-9b66-ddf8a847be7c;eddf61ab-8e90-45ae-ad2c-88ce862aca12;UPB265(265X1200);UPB265(265X1200)
Side;{88908.148025, 74862.086698, 46667.5};{89839.340377, 75447.453358, 46667.5};1e652623-d203-4b0a-bde5-168871cbe832;eddf61ab-8e90-45ae-ad2c-88ce862aca12;UPB265(265X1200);UPB265(265X1200)
Side;{86214.329968, 71832.923221, 46667.500014};{86173.73822, 71270.524575, 46667.500014};100d203c-6cca-4ef3-a717-0c3a52ba8bf6;669b3cd3-6c4e-40b9-9b66-ddf8a847be7c;UPB265(265X1200);UPB265(265X1200)
Side;{86497.334826, 74352.943674, 46535.0};{86497.334826, 74352.943674, 46800.000029};100d203c-6cca-4ef3-a717-0c3a52ba8bf6;1e652623-d203-4b0a-bde5-168871cbe832;UPB265(265X1200);UPB265(265X1200)
Full width support 1;{88306.290087, 67313.263083, 46667.5};{88944.932038, 66297.321914, 46667.5};d51d9fae-525b-4985-bb48-56849da146a9;e6ca1925-911b-4a3c-a7f3-582e73a2d8d6;UPB265(265X1200);900*640
Side;{88886.981454, 66260.893, 46667.5};{93706.884452, 69290.785225, 46667.5};d51d9fae-525b-4985-bb48-56849da146a9;f4a6d845-da57-4c0e-a185-ae73ca51e677;UPB265(265X1200);UPB265(265X1200)
Side;{88295.632299, 67306.560949, 46667.5};{93068.241618, 70306.728224, 46667.5};cb299a9a-73f1-4fe5-87c5-910f43ee0790;d51d9fae-525b-4985-bb48-56849da146a9;UPB265(265X1200);UPB265(265X1200)
Full width support 1;{90673.063991, 63131.44386, 46667.5};{91274.643899, 62174.461462, 46667.5};4e527e5b-4a22-4572-a3c7-96b793295f77;e6ca1925-911b-4a3c-a7f3-582e73a2d8d6;UPB265(265X1200);900*640
Side;{90661.033405, 63123.881131, 46667.5};{95622.811093, 66242.962289, 46667.5};4e527e5b-4a22-4572-a3c7-96b793295f77;6b5dce61-d332-48a7-ad95-48d51021425d;UPB265(265X1200);UPB265(265X1200)
Full width support 1;{90080.339308, 64176.256084, 46667.5};{90718.980807, 63160.314631, 46667.5};6b5dce61-d332-48a7-ad95-48d51021425d;e6ca1925-911b-4a3c-a7f3-582e73a2d8d6;UPB265(265X1200);900*640
Side;{90069.681287, 64169.553804, 46667.5};{94984.170697, 67258.901987, 46667.5};6b5dce61-d332-48a7-ad95-48d51021425d;7adf2802-09fc-4d07-a94b-15628caadf34;UPB265(265X1200);UPB265(265X1200)
Full width support 1;{89488.990863, 65221.922128, 46667.5};{90127.633077, 64205.981124, 46667.5};7adf2802-09fc-4d07-a94b-15628caadf34;e6ca1925-911b-4a3c-a7f3-582e73a2d8d6;UPB265(265X1200);900*640
Side;{89478.33321, 65215.220065, 46667.5};{94345.526281, 68274.846447, 46667.5};7adf2802-09fc-4d07-a94b-15628caadf34;f4a6d845-da57-4c0e-a185-ae73ca51e677;UPB265(265X1200);UPB265(265X1200)
Full width support 1;{88897.642411, 66267.588172, 46667.500002};{89536.285352, 65251.647626, 46667.500002};f4a6d845-da57-4c0e-a185-ae73ca51e677;e6ca1925-911b-4a3c-a7f3-582e73a2d8d6;UPB265(265X1200);900*640
